zaklad;prisada_1;prisada_2;velikost;produkt;cena;zaklad_g;prisada_1g;prisada_2g;resultTitle;resultDesc
oolong;malina;rakytnik;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Malina<br>Rakytník
oolong;malina;rakytnik;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Malina<br>Rakytník
oolong;malina;visen;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Malina<br>Višeň
oolong;malina;visen;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Malina<br>Višeň
oolong;malina;visen;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Malina<br>Višeň
oolong;mango;undefined;50g;;;40;10;0;Oolong - Formosa<br>Oolong;Mango
oolong;mango;undefined;100g;;;80;20;0;Oolong - Formosa<br>Oolong;Mango
oolong;mango;undefined;200g;;;160;40;0;Oolong - Formosa<br>Oolong;Mango
oolong;mango;ananas;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Mango<br>Ananas
oolong;mango;ananas;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Mango<br>Ananas
oolong;mango;ananas;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Mango<br>Ananas
oolong;mango;banan;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Mango<br>Banán
oolong;mango;banan;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Mango<br>Banán
oolong;mango;banan;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Mango<br>Banán
oolong;mango;boruvka;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Mango<br>Borůvka
oolong;mango;boruvka;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Mango<br>Borůvka
oolong;mango;boruvka;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Mango<br>Borůvka
oolong;mango;brusinka;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Mango<br>Brusinka
oolong;mango;brusinka;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Mango<br>Brusinka
oolong;mango;brusinka;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Mango<br>Brusinka
oolong;mango;cerny_rybiz;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Mango<br>Černý rybíz
oolong;mango;cerny_rybiz;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Mango<br>Černý rybíz
oolong;mango;cerny_rybiz;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Mango<br>Černý rybíz
oolong;mango;hruska;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Mango<br>Hruška
oolong;mango;hruska;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Mango<br>Hruška
oolong;mango;hruska;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Mango<br>Hruška
oolong;mango;jablko;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Mango<br>Jablko
oolong;mango;jablko;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Mango<br>Jablko
oolong;mango;jablko;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Mango<br>Jablko
oolong;mango;jahoda;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Mango<br>Jahoda
oolong;mango;jahoda;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Mango<br>Jahoda
oolong;mango;jahoda;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Mango<br>Jahoda
oolong;mango;kustovnice;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Mango<br>Kustovnice
oolong;mango;kustovnice;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Mango<br>Kustovnice
oolong;mango;kustovnice;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Mango<br>Kustovnice
oolong;mango;malina;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Mango<br>Malina
oolong;mango;malina;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Mango<br>Malina
oolong;mango;malina;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Mango<br>Malina
oolong;mango;mango;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Mango
oolong;mango;mango;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Mango
oolong;mango;mango;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Mango
oolong;mango;ostruzina;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Mango<br>Ostružina
oolong;mango;ostruzina;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Mango<br>Ostružina
oolong;mango;ostruzina;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Mango<br>Ostružina
oolong;mango;rakytnik;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Mango<br>Rakytník
oolong;mango;rakytnik;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Mango<br>Rakytník
oolong;mango;rakytnik;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Mango<br>Rakytník
oolong;mango;visen;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Mango<br>Višeň
oolong;mango;visen;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Mango<br>Višeň
oolong;mango;visen;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Mango<br>Višeň
oolong;ostruzina;undefined;50g;;;40;10;0;Oolong - Formosa<br>Oolong;Ostružina
oolong;ostruzina;undefined;100g;;;80;20;0;Oolong - Formosa<br>Oolong;Ostružina
oolong;ostruzina;undefined;200g;;;160;40;0;Oolong - Formosa<br>Oolong;Ostružina
oolong;ostruzina;ananas;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Ostružina<br>Ananas
oolong;ostruzina;ananas;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Ostružina<br>Ananas
oolong;ostruzina;ananas;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Ostružina<br>Ananas
oolong;ostruzina;banan;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Ostružina<br>Banán
oolong;ostruzina;banan;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Ostružina<br>Banán
oolong;ostruzina;banan;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Ostružina<br>Banán
oolong;ostruzina;boruvka;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Ostružina<br>Borůvka
oolong;ostruzina;boruvka;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Ostružina<br>Borůvka
oolong;ostruzina;boruvka;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Ostružina<br>Borůvka
oolong;ostruzina;brusinka;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Ostružina<br>Brusinka
oolong;ostruzina;brusinka;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Ostružina<br>Brusinka
oolong;ostruzina;brusinka;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Ostružina<br>Brusinka
oolong;ostruzina;cerny_rybiz;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Ostružina<br>Černý rybíz
oolong;ostruzina;cerny_rybiz;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Ostružina<br>Černý rybíz
oolong;ostruzina;cerny_rybiz;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Ostružina<br>Černý rybíz
oolong;ostruzina;hruska;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Ostružina<br>Hruška
oolong;ostruzina;hruska;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Ostružina<br>Hruška
oolong;ostruzina;hruska;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Ostružina<br>Hruška
oolong;ostruzina;jablko;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Ostružina<br>Jablko
oolong;ostruzina;jablko;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Ostružina<br>Jablko
oolong;ostruzina;jablko;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Ostružina<br>Jablko
oolong;ostruzina;jahoda;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Ostružina<br>Jahoda
oolong;ostruzina;jahoda;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Ostružina<br>Jahoda
oolong;ostruzina;jahoda;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Ostružina<br>Jahoda
oolong;ostruzina;kustovnice;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Ostružina<br>Kustovnice
oolong;ostruzina;kustovnice;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Ostružina<br>Kustovnice
oolong;ostruzina;kustovnice;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Ostružina<br>Kustovnice
oolong;ostruzina;malina;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Ostružina<br>Malina
oolong;ostruzina;malina;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Ostružina<br>Malina
oolong;ostruzina;malina;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Ostružina<br>Malina
oolong;ostruzina;mango;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Ostružina<br>Mango
oolong;ostruzina;mango;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Ostružina<br>Mango
oolong;ostruzina;mango;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Ostružina<br>Mango
oolong;ostruzina;ostruzina;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Ostružina
oolong;ostruzina;ostruzina;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Ostružina
oolong;ostruzina;ostruzina;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Ostružina
oolong;ostruzina;rakytnik;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Ostružina<br>Rakytník
oolong;ostruzina;rakytnik;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Ostružina<br>Rakytník
oolong;ostruzina;rakytnik;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Ostružina<br>Rakytník
oolong;ostruzina;visen;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Ostružina<br>Višeň
oolong;ostruzina;visen;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Ostružina<br>Višeň
oolong;ostruzina;visen;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Ostružina<br>Višeň
oolong;rakytnik;undefined;50g;;;40;10;0;Oolong - Formosa<br>Oolong;Rakytník
oolong;rakytnik;undefined;100g;;;80;20;0;Oolong - Formosa<br>Oolong;Rakytník
oolong;rakytnik;undefined;200g;;;160;40;0;Oolong - Formosa<br>Oolong;Rakytník
oolong;rakytnik;ananas;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Rakytník<br>Ananas
oolong;rakytnik;ananas;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Rakytník<br>Ananas
oolong;rakytnik;ananas;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Rakytník<br>Ananas
oolong;rakytnik;banan;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Rakytník<br>Banán
oolong;rakytnik;banan;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Rakytník<br>Banán
oolong;rakytnik;banan;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Rakytník<br>Banán
oolong;rakytnik;boruvka;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Rakytník<br>Borůvka
oolong;rakytnik;boruvka;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Rakytník<br>Borůvka
oolong;rakytnik;boruvka;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Rakytník<br>Borůvka
oolong;rakytnik;brusinka;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Rakytník<br>Brusinka
oolong;rakytnik;brusinka;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Rakytník<br>Brusinka
oolong;rakytnik;brusinka;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Rakytník<br>Brusinka
oolong;rakytnik;cerny_rybiz;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Rakytník<br>Černý rybíz
oolong;rakytnik;cerny_rybiz;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Rakytník<br>Černý rybíz
oolong;rakytnik;cerny_rybiz;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Rakytník<br>Černý rybíz
oolong;rakytnik;hruska;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Rakytník<br>Hruška
oolong;rakytnik;hruska;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Rakytník<br>Hruška
oolong;rakytnik;hruska;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Rakytník<br>Hruška
oolong;rakytnik;jablko;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Rakytník<br>Jablko
oolong;rakytnik;jablko;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Rakytník<br>Jablko
oolong;rakytnik;jablko;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Rakytník<br>Jablko
oolong;rakytnik;jahoda;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Rakytník<br>Jahoda
oolong;rakytnik;jahoda;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Rakytník<br>Jahoda
oolong;rakytnik;jahoda;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Rakytník<br>Jahoda
oolong;rakytnik;kustovnice;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Rakytník<br>Kustovnice
oolong;rakytnik;kustovnice;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Rakytník<br>Kustovnice
oolong;rakytnik;kustovnice;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Rakytník<br>Kustovnice
oolong;rakytnik;malina;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Rakytník<br>Malina
oolong;rakytnik;malina;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Rakytník<br>Malina
oolong;rakytnik;malina;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Rakytník<br>Malina
oolong;rakytnik;mango;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Rakytník<br>Mango
oolong;rakytnik;mango;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Rakytník<br>Mango
oolong;rakytnik;mango;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Rakytník<br>Mango
oolong;rakytnik;ostruzina;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Rakytník<br>Ostružina
oolong;rakytnik;ostruzina;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Rakytník<br>Ostružina
oolong;rakytnik;ostruzina;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Rakytník<br>Ostružina
oolong;rakytnik;rakytnik;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Rakytník
oolong;rakytnik;rakytnik;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Rakytník
oolong;rakytnik;rakytnik;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Rakytník
oolong;rakytnik;visen;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Rakytník<br>Višeň
oolong;rakytnik;visen;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Rakytník<br>Višeň
oolong;rakytnik;visen;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Rakytník<br>Višeň
oolong;visen;undefined;50g;;;40;10;0;Oolong - Formosa<br>Oolong;Višeň
oolong;visen;undefined;100g;;;80;20;0;Oolong - Formosa<br>Oolong;Višeň
oolong;visen;undefined;200g;;;160;40;0;Oolong - Formosa<br>Oolong;Višeň
oolong;visen;ananas;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Višeň<br>Ananas
oolong;visen;ananas;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Višeň<br>Ananas
oolong;visen;ananas;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Višeň<br>Ananas
oolong;visen;banan;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Višeň<br>Banán
oolong;visen;banan;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Višeň<br>Banán
oolong;visen;banan;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Višeň<br>Banán
oolong;visen;boruvka;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Višeň<br>Borůvka
oolong;visen;boruvka;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Višeň<br>Borůvka
oolong;visen;boruvka;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Višeň<br>Borůvka
oolong;visen;brusinka;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Višeň<br>Brusinka
oolong;visen;brusinka;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Višeň<br>Brusinka
oolong;visen;brusinka;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Višeň<br>Brusinka
oolong;visen;cerny_rybiz;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Višeň<br>Černý rybíz
oolong;visen;cerny_rybiz;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Višeň<br>Černý rybíz
oolong;visen;cerny_rybiz;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Višeň<br>Černý rybíz
oolong;visen;hruska;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Višeň<br>Hruška
oolong;visen;hruska;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Višeň<br>Hruška
oolong;visen;hruska;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Višeň<br>Hruška
oolong;visen;jablko;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Višeň<br>Jablko
oolong;visen;jablko;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Višeň<br>Jablko
oolong;visen;jablko;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Višeň<br>Jablko
oolong;visen;jahoda;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Višeň<br>Jahoda
oolong;visen;jahoda;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Višeň<br>Jahoda
oolong;visen;jahoda;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Višeň<br>Jahoda
oolong;visen;kustovnice;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Višeň<br>Kustovnice
oolong;visen;kustovnice;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Višeň<br>Kustovnice
oolong;visen;kustovnice;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Višeň<br>Kustovnice
oolong;visen;malina;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Višeň<br>Malina
oolong;visen;malina;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Višeň<br>Malina
oolong;visen;malina;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Višeň<br>Malina
oolong;visen;mango;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Višeň<br>Mango
oolong;visen;mango;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Višeň<br>Mango
oolong;visen;mango;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Višeň<br>Mango
oolong;visen;ostruzina;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Višeň<br>Ostružina
oolong;visen;ostruzina;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Višeň<br>Ostružina
oolong;visen;ostruzina;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Višeň<br>Ostružina
oolong;visen;rakytnik;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Višeň<br>Rakytník
oolong;visen;rakytnik;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Višeň<br>Rakytník
oolong;visen;rakytnik;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Višeň<br>Rakytník
oolong;visen;visen;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Višeň
oolong;visen;visen;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Višeň
oolong;visen;visen;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Višeň
zeleny;undefined;undefined;50g;;;50;0;0;Zelený čaj - Ceylon<br>Sencha;
zeleny;undefined;undefined;100g;;;100;0;0;Zelený čaj - Ceylon<br>Sencha;
zeleny;undefined;undefined;200g;;;200;0;0;Zelený čaj - Ceylon<br>Sencha;
zeleny;undefined;ananas;50g;;;40;0;10;Zelený čaj - Ceylon<br>Sencha;Ananas
zeleny;undefined;ananas;100g;;;80;0;20;Zelený čaj - Ceylon<br>Sencha;Ananas
zeleny;undefined;ananas;200g;;;160;0;40;Zelený čaj - Ceylon<br>Sencha;Ananas
zeleny;undefined;banan;50g;;;40;0;10;Zelený čaj - Ceylon<br>Sencha;Banán
zeleny;undefined;banan;100g;;;80;0;20;Zelený čaj - Ceylon<br>Sencha;Banán
zeleny;undefined;banan;200g;;;160;0;40;Zelený čaj - Ceylon<br>Sencha;Banán
zeleny;undefined;boruvka;50g;;;40;0;10;Zelený čaj - Ceylon<br>Sencha;Borůvka
zeleny;undefined;boruvka;100g;;;80;0;20;Zelený čaj - Ceylon<br>Sencha;Borůvka
zeleny;undefined;boruvka;200g;;;160;0;40;Zelený čaj - Ceylon<br>Sencha;Borůvka
zeleny;undefined;brusinka;50g;;;40;0;10;Zelený čaj - Ceylon<br>Sencha;Brusinka
zeleny;undefined;brusinka;100g;;;80;0;20;Zelený čaj - Ceylon<br>Sencha;Brusinka
zeleny;undefined;brusinka;200g;;;160;0;40;Zelený čaj - Ceylon<br>Sencha;Brusinka
zeleny;undefined;cerny_rybiz;50g;;;40;0;10;Zelený čaj - Ceylon<br>Sencha;Černý rybíz
zeleny;undefined;cerny_rybiz;100g;;;80;0;20;Zelený čaj - Ceylon<br>Sencha;Černý rybíz
zeleny;undefined;cerny_rybiz;200g;;;160;0;40;Zelený čaj - Ceylon<br>Sencha;Černý rybíz
zeleny;undefined;hruska;50g;;;40;0;10;Zelený čaj - Ceylon<br>Sencha;Hruška
zeleny;undefined;hruska;100g;;;80;0;20;Zelený čaj - Ceylon<br>Sencha;Hruška
zeleny;undefined;hruska;200g;;;160;0;40;Zelený čaj - Ceylon<br>Sencha;Hruška
zeleny;undefined;jablko;50g;;;40;0;10;Zelený čaj - Ceylon<br>Sencha;Jablko
zeleny;undefined;jablko;100g;;;80;0;20;Zelený čaj - Ceylon<br>Sencha;Jablko
zeleny;undefined;jablko;200g;;;160;0;40;Zelený čaj - Ceylon<br>Sencha;Jablko
zeleny;undefined;jahoda;50g;;;40;0;10;Zelený čaj - Ceylon<br>Sencha;Jahoda
zeleny;undefined;jahoda;100g;;;80;0;20;Zelený čaj - Ceylon<br>Sencha;Jahoda
zeleny;undefined;jahoda;200g;;;160;0;40;Zelený čaj - Ceylon<br>Sencha;Jahoda
zeleny;undefined;kustovnice;50g;;;40;0;10;Zelený čaj - Ceylon<br>Sencha;Kustovnice
zeleny;undefined;kustovnice;100g;;;80;0;20;Zelený čaj - Ceylon<br>Sencha;Kustovnice
zeleny;undefined;kustovnice;200g;;;160;0;40;Zelený čaj - Ceylon<br>Sencha;Kustovnice
zeleny;undefined;malina;50g;;;40;0;10;Zelený čaj - Ceylon<br>Sencha;Malina
zeleny;undefined;malina;100g;;;80;0;20;Zelený čaj - Ceylon<br>Sencha;Malina
zeleny;undefined;malina;200g;;;160;0;40;Zelený čaj - Ceylon<br>Sencha;Malina
zeleny;undefined;mango;50g;;;40;0;10;Zelený čaj - Ceylon<br>Sencha;Mango
zeleny;undefined;mango;100g;;;80;0;20;Zelený čaj - Ceylon<br>Sencha;Mango
zeleny;undefined;mango;200g;;;160;0;40;Zelený čaj - Ceylon<br>Sencha;Mango
zeleny;undefined;ostruzina;50g;;;40;0;10;Zelený čaj - Ceylon<br>Sencha;Ostružina
zeleny;undefined;ostruzina;100g;;;80;0;20;Zelený čaj - Ceylon<br>Sencha;Ostružina
zeleny;undefined;ostruzina;200g;;;160;0;40;Zelený čaj - Ceylon<br>Sencha;Ostružina
zeleny;undefined;rakytnik;50g;;;40;0;10;Zelený čaj - Ceylon<br>Sencha;Rakytník
zeleny;undefined;rakytnik;100g;;;80;0;20;Zelený čaj - Ceylon<br>Sencha;Rakytník
zeleny;undefined;rakytnik;200g;;;160;0;40;Zelený čaj - Ceylon<br>Sencha;Rakytník
zeleny;undefined;visen;50g;;;40;0;10;Zelený čaj - Ceylon<br>Sencha;Višeň
zeleny;undefined;visen;100g;;;80;0;20;Zelený čaj - Ceylon<br>Sencha;Višeň
zeleny;undefined;visen;200g;;;160;0;40;Zelený čaj - Ceylon<br>Sencha;Višen
zeleny;ananas;undefined;50g;;;40;10;0;Zelený čaj - Ceylon<br>Sencha;Ananas
zeleny;ananas;undefined;100g;;;80;20;0;Zelený čaj - Ceylon<br>Sencha;Ananas
zeleny;ananas;undefined;200g;;;160;40;0;Zelený čaj - Ceylon<br>Sencha;Ananas
zeleny;ananas;ananas;50g;;;40;5;5;Zelený čaj - Ceylon<br>Sencha;Ananas
zeleny;ananas;ananas;100g;;;80;10;10;Zelený čaj - Ceylon<br>Sencha;Ananas
zeleny;ananas;ananas;200g;;;160;20;20;Zelený čaj - Ceylon<br>Sencha;Ananas
zeleny;ananas;banan;50g;;;40;5;5;Zelený čaj - Ceylon<br>Sencha;Ananas<br>Banán
zeleny;ananas;banan;100g;;;80;10;10;Zelený čaj - Ceylon<br>Sencha;Ananas<br>Banán
zeleny;ananas;banan;200g;;;160;20;20;Zelený čaj - Ceylon<br>Sencha;Ananas<br>Banán
zeleny;ananas;boruvka;50g;;;40;5;5;Zelený čaj - Ceylon<br>Sencha;Ananas<br>Borůvka
zeleny;ananas;boruvka;100g;;;80;10;10;Zelený čaj - Ceylon<br>Sencha;Ananas<br>Borůvka
zeleny;ananas;boruvka;200g;;;160;20;20;Zelený čaj - Ceylon<br>Sencha;Ananas<br>Borůvka
zeleny;ananas;brusinka;50g;;;40;5;5;Zelený čaj - Ceylon<br>Sencha;Ananas<br>Brusinka
zeleny;ananas;brusinka;100g;;;80;10;10;Zelený čaj - Ceylon<br>Sencha;Ananas<br>Brusinka
zeleny;ananas;brusinka;200g;;;160;20;20;Zelený čaj - Ceylon<br>Sencha;Ananas<br>Brusinka
zeleny;ananas;cerny_rybiz;50g;;;40;5;5;Zelený čaj - Ceylon<br>Sencha;Ananas<br>Černý rybíz
zeleny;ananas;cerny_rybiz;100g;;;80;10;10;Zelený čaj - Ceylon<br>Sencha;Ananas<br>Černý rybíz
zeleny;ananas;cerny_rybiz;200g;;;160;20;20;Zelený čaj - Ceylon<br>Sencha;Ananas<br>Černý rybíz
zeleny;ananas;hruska;50g;;;40;5;5;Zelený čaj - Ceylon<br>Sencha;Ananas<br>Hruška
zeleny;ananas;hruska;100g;;;80;10;10;Zelený čaj - Ceylon<br>Sencha;Ananas<br>Hruška
zeleny;ananas;hruska;200g;;;160;20;20;Zelený čaj - Ceylon<br>Sencha;Ananas<br>Hruška
zeleny;ananas;jablko;50g;;;40;5;5;Zelený čaj - Ceylon<br>Sencha;Ananas<br>Jablko
zeleny;ananas;jablko;100g;;;80;10;10;Zelený čaj - Ceylon<br>Sencha;Ananas<br>Jablko
zeleny;ananas;jablko;200g;;;160;20;20;Zelený čaj - Ceylon<br>Sencha;Ananas<br>Jablko
zeleny;ananas;jahoda;50g;;;40;5;5;Zelený čaj - Ceylon<br>Sencha;Ananas<br>Jahoda
zeleny;ananas;jahoda;100g;;;80;10;10;Zelený čaj - Ceylon<br>Sencha;Ananas<br>Jahoda
zeleny;ananas;jahoda;200g;;;160;20;20;Zelený čaj - Ceylon<br>Sencha;Ananas<br>Jahoda
zeleny;ananas;kustovnice;50g;;;40;5;5;Zelený čaj - Ceylon<br>Sencha;Ananas<br>Kustovnice
zeleny;ananas;kustovnice;100g;;;80;10;10;Zelený čaj - Ceylon<br>Sencha;Ananas<br>Kustovnice
zeleny;ananas;kustovnice;200g;;;160;20;20;Zelený čaj - Ceylon<br>Sencha;Ananas<br>Kustovnice
zeleny;ananas;malina;50g;;;40;5;5;Zelený čaj - Ceylon<br>Sencha;Ananas<br>Malina
zeleny;ananas;malina;100g;;;80;10;10;Zelený čaj - Ceylon<br>Sencha;Ananas<br>Malina
